epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,721.21,0.46452,0.31566,0.83246,0.99766,0.9931,0.99498,0.78602,0.83727,0.42727,0.87232,0.0002774,0.0002774,0.0002774
176,725.156,0.46766,0.31628,0.8305,0.99756,0.9931,0.995,0.79809,0.81321,0.41722,0.86957,0.0002675,0.0002675,0.0002675
177,730.413,0.46906,0.31616,0.82822,0.99335,0.9931,0.99495,0.79938,0.81131,0.41774,0.873,0.0002576,0.0002576,0.0002576
178,734.585,0.47595,0.31916,0.83122,0.99445,0.98793,0.99491,0.78947,0.8318,0.42123,0.87427,0.0002477,0.0002477,0.0002477
179,737.871,0.44737,0.30566,0.82216,0.99933,0.98276,0.99488,0.7917,0.80582,0.41791,0.86859,0.0002378,0.0002378,0.0002378
180,741.126,0.46485,0.31454,0.82579,1,0.98545,0.99485,0.7798,0.84385,0.42559,0.86884,0.0002279,0.0002279,0.0002279
181,745.51,0.4941,0.32581,0.82937,1,0.98776,0.99483,0.7791,0.85966,0.42497,0.87099,0.000218,0.000218,0.000218
182,750.985,0.46399,0.31608,0.82777,0.99826,0.98696,0.99481,0.80145,0.79847,0.41935,0.86693,0.0002081,0.0002081,0.0002081
183,754.365,0.46914,0.31423,0.8256,0.99787,0.98621,0.99485,0.79172,0.81374,0.41983,0.86892,0.0001982,0.0001982,0.0001982
184,757.638,0.48135,0.32364,0.83037,0.9954,0.98621,0.99483,0.79178,0.8138,0.4132,0.86825,0.0001883,0.0001883,0.0001883
185,760.961,0.45996,0.3131,0.82828,0.99825,0.98522,0.9949,0.79037,0.81647,0.41654,0.86734,0.0001784,0.0001784,0.0001784
186,765.883,0.45818,0.30841,0.82748,0.99822,0.98793,0.99491,0.78902,0.83526,0.41598,0.86456,0.0001685,0.0001685,0.0001685
187,770.59,0.45356,0.31,0.82097,1,0.9879,0.99491,0.78797,0.83279,0.4183,0.86225,0.0001586,0.0001586,0.0001586
188,773.988,0.45471,0.30779,0.82957,0.99794,0.98966,0.99493,0.79988,0.79886,0.41668,0.8588,0.0001487,0.0001487,0.0001487
189,777.179,0.46809,0.31675,0.83569,0.99802,0.98966,0.9949,0.7964,0.81552,0.41193,0.86288,0.0001388,0.0001388,0.0001388
190,781.128,0.46489,0.31125,0.8258,0.99962,0.98966,0.99493,0.78456,0.85417,0.41654,0.86801,0.0001289,0.0001289,0.0001289
191,789.294,0.41844,0.2918,0.81913,0.99948,0.98966,0.9949,0.78627,0.84472,0.41509,0.86914,0.000119,0.000119,0.000119
192,793.102,0.40453,0.28694,0.81343,0.99914,0.98966,0.99493,0.78111,0.86808,0.42514,0.87406,0.0001091,0.0001091,0.0001091
193,796.204,0.4091,0.28828,0.81934,0.99899,0.98966,0.99495,0.7826,0.85382,0.42434,0.87362,9.92e-05,9.92e-05,9.92e-05
194,800.387,0.41077,0.29022,0.81688,0.99853,0.98966,0.99498,0.79406,0.80931,0.41702,0.86764,8.93e-05,8.93e-05,8.93e-05
195,805.47,0.40396,0.28382,0.81115,0.99826,0.99168,0.995,0.79822,0.79442,0.41651,0.86481,7.94e-05,7.94e-05,7.94e-05
196,809.043,0.39873,0.28046,0.81614,0.99822,0.99138,0.995,0.80076,0.78872,0.41233,0.86525,6.95e-05,6.95e-05,6.95e-05
197,812.212,0.40306,0.28058,0.81357,1,0.9912,0.995,0.79279,0.80947,0.41654,0.86772,5.96e-05,5.96e-05,5.96e-05
198,815.385,0.41096,0.28763,0.81648,0.99677,0.98966,0.99497,0.78725,0.82711,0.42145,0.87077,4.97e-05,4.97e-05,4.97e-05
199,819.248,0.4066,0.28401,0.81687,0.99817,0.98966,0.99493,0.7881,0.82141,0.42009,0.86964,3.98e-05,3.98e-05,3.98e-05
200,824.309,0.39714,0.28001,0.81297,0.99826,0.98898,0.9949,0.79183,0.80494,0.4184,0.86846,2.99e-05,2.99e-05,2.99e-05
