epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,2508.82,1.59364,1.11945,1.09756,0.70023,0.67553,0.64396,0.26736,1.73387,1.34595,1.18968,0.0008318,0.0008318,0.0008318
120,2530.47,1.60678,1.13206,1.11218,0.67134,0.60106,0.60431,0.24839,1.71216,1.3749,1.19218,0.0008219,0.0008219,0.0008219
121,2551.14,1.57268,1.13176,1.09815,0.69504,0.65463,0.647,0.26145,1.69322,1.34968,1.17271,0.000812,0.000812,0.000812
122,2571.55,1.59432,1.11857,1.09964,0.69962,0.64894,0.62561,0.25036,1.67384,1.34871,1.15142,0.0008021,0.0008021,0.0008021
123,2591.99,1.55698,1.104,1.09388,0.68026,0.62766,0.61382,0.25354,1.7659,1.38691,1.19885,0.0007922,0.0007922,0.0007922
124,2611.75,1.59063,1.10608,1.09526,0.72188,0.62766,0.6217,0.25364,1.67632,1.32551,1.16674,0.0007823,0.0007823,0.0007823
125,2633.17,1.5652,1.08782,1.086,0.7015,0.60106,0.59542,0.23756,1.75395,1.3664,1.18474,0.0007724,0.0007724,0.0007724
126,2655.01,1.59095,1.09352,1.10494,0.715,0.6383,0.62394,0.26515,1.67788,1.31617,1.16776,0.0007625,0.0007625,0.0007625
127,2675.23,1.57369,1.08947,1.0937,0.69133,0.6314,0.6198,0.24795,1.70815,1.3343,1.16511,0.0007526,0.0007526,0.0007526
128,2695.39,1.55722,1.096,1.08755,0.73911,0.69681,0.66748,0.27005,1.69684,1.35116,1.18718,0.0007427,0.0007427,0.0007427
129,2715.16,1.57292,1.09378,1.09707,0.72814,0.65426,0.62553,0.25807,1.70297,1.31865,1.18092,0.0007328,0.0007328,0.0007328
130,2736.15,1.57657,1.0907,1.09139,0.75104,0.65957,0.64942,0.26241,1.71467,1.32467,1.18608,0.0007229,0.0007229,0.0007229
131,2757.46,1.54188,1.05927,1.0823,0.71713,0.66489,0.61783,0.24738,1.73094,1.32543,1.19882,0.000713,0.000713,0.000713
132,2779.03,1.55354,1.05721,1.08501,0.71548,0.64362,0.63687,0.25865,1.71442,1.30719,1.18536,0.0007031,0.0007031,0.0007031
