epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,3483.38,1.48092,1.00851,1.06703,0.73874,0.66179,0.67874,0.28451,1.74949,1.2289,1.22825,0.000218,0.000218,0.000218
182,3502.9,1.4643,0.99147,1.05158,0.7529,0.67021,0.69276,0.27758,1.76379,1.25371,1.23586,0.0002081,0.0002081,0.0002081
183,3522.55,1.48867,1.01325,1.07006,0.7424,0.67451,0.68008,0.27883,1.72499,1.23631,1.20866,0.0001982,0.0001982,0.0001982
184,3542.03,1.48117,1.01676,1.05987,0.71642,0.69149,0.67126,0.269,1.73717,1.27534,1.22907,0.0001883,0.0001883,0.0001883
185,3562.55,1.47039,0.99565,1.05802,0.74593,0.67152,0.67783,0.27934,1.75014,1.26515,1.23521,0.0001784,0.0001784,0.0001784
186,3583.26,1.48632,1.00207,1.05907,0.75475,0.67115,0.67743,0.28006,1.74095,1.2727,1.23966,0.0001685,0.0001685,0.0001685
187,3602.42,1.46975,1.00019,1.05816,0.71101,0.64894,0.6517,0.28301,1.74057,1.25481,1.23006,0.0001586,0.0001586,0.0001586
188,3622.27,1.45421,0.98506,1.0468,0.74287,0.64543,0.65965,0.27582,1.77494,1.26457,1.26096,0.0001487,0.0001487,0.0001487
189,3641.87,1.46551,0.99072,1.05607,0.73895,0.67553,0.67093,0.28106,1.73446,1.22993,1.22948,0.0001388,0.0001388,0.0001388
190,3661.39,1.45816,0.98562,1.05193,0.72176,0.66232,0.65527,0.2825,1.7386,1.23887,1.23673,0.0001289,0.0001289,0.0001289
191,3682.89,1.50192,0.99131,1.11166,0.71576,0.65426,0.65848,0.27158,1.71673,1.24884,1.22791,0.000119,0.000119,0.000119
192,3702.45,1.46788,0.97528,1.08961,0.74864,0.68617,0.66563,0.27042,1.73591,1.24641,1.23503,0.0001091,0.0001091,0.0001091
193,3720.95,1.46008,0.97924,1.0961,0.75145,0.67541,0.6629,0.27616,1.72525,1.22697,1.22546,9.92e-05,9.92e-05,9.92e-05
194,3740.38,1.44305,0.97261,1.08632,0.74547,0.68617,0.66892,0.27546,1.74863,1.22552,1.23733,8.93e-05,8.93e-05,8.93e-05
195,3759.36,1.41364,0.94675,1.06982,0.76511,0.68085,0.67827,0.27371,1.77446,1.23836,1.2478,7.94e-05,7.94e-05,7.94e-05
196,3777.92,1.42273,0.94892,1.07376,0.7384,0.67021,0.64165,0.27037,1.76302,1.22536,1.23976,6.95e-05,6.95e-05,6.95e-05
197,3796.59,1.42505,0.95453,1.07493,0.74185,0.67553,0.64469,0.27297,1.76051,1.21841,1.24041,5.96e-05,5.96e-05,5.96e-05
198,3815.45,1.43663,0.95037,1.07964,0.73468,0.69681,0.65824,0.26989,1.77339,1.22249,1.24472,4.97e-05,4.97e-05,4.97e-05
199,3834.12,1.42674,0.96723,1.08429,0.72846,0.68494,0.66454,0.2688,1.77491,1.22058,1.24447,3.98e-05,3.98e-05,3.98e-05
200,3853.27,1.41827,0.95368,1.07713,0.72453,0.66489,0.65105,0.27313,1.77758,1.22412,1.24539,2.99e-05,2.99e-05,2.99e-05
